image,true_label,pred_label
wasp/141835257_14f90fffe3_n.jpg,3,1
other_noinsect/flower_image_40.jpg,2,1
bee/43770456651_6d43300ab7_n.jpg,0,2
other_insect/43657187190_0d942f18a2_w.jpg,1,3
bee/36414503834_740215f3cd_m.jpg,0,2
other_insect/insect_image_542.jpg,1,2
bee/37284261231_f397cc37ca_n.jpg,0,3
other_insect/insect_image_127.jpg,1,2
other_insect/16975765648_cb0c36369e_w.jpg,1,3
wasp/28728056910_2acc3914e4_n.jpg,3,1
other_noinsect/bee_image_481.jpg,2,3
wasp/wasp_image_243.jpg,3,1
other_insect/5797334546_2aa6877023_n.jpg,1,3
wasp/4628983422_235608a455_n.jpg,3,0
bee/bee_image_235.jpg,0,2
wasp/G00002.jpg,3,1
wasp/9508633602_98e56d306e_n.jpg,3,0
wasp/wasp_image_429.jpg,3,0
bee/42290857754_840353574f_n.jpg,0,3
other_insect/insect_image_539.jpg,1,0
wasp/2272832982_81f9346c7d_m.jpg,3,1
wasp/263941787_ba3da13cd4_m.jpg,3,2
bee/bee_image_709.jpg,0,3
other_noinsect/flower_image_82.jpg,2,0
bee/bee_image_636.jpg,0,3
wasp/wasp_image_187.jpg,3,1
wasp/wasp_image_220.jpg,3,0
other_noinsect/7671358980_24216fc3f6_n.jpg,2,1
wasp/189888706_ee4c1855db_n.jpg,3,0
bee/35634289064_b5074d282e_w.jpg,0,3
wasp/14028498962_985048b75d_n.jpg,3,1
other_noinsect/food_image_198.jpg,2,3
wasp/wasp_image_436.jpg,3,0
other_insect/13742178343_fe5a7ba46e_m.jpg,1,0
other_insect/insect_image_176.jpg,1,3
other_insect/36742921223_317303498e_w.jpg,1,3
bee/40465916291_d4ee8d42f2_n.jpg,0,1
other_insect/42350957610_fb8da4e15d_m.jpg,1,3
other_insect/14314569330_afaaf0c627_m.jpg,1,3
wasp/wasp_image_549.jpg,3,1
other_noinsect/flower_image_169.jpg,2,3
other_insect/44639171691_5da603733e_n.jpg,1,0
wasp/48365969717_d16f15b4be_m.jpg,3,1
wasp/6293580497_2ec61c0bbf_n.jpg,3,1
bee/47107415491_c4ed731212_n.jpg,0,3
bee/flower_image_159.jpg,0,2
other_insect/44235778221_652cc0af29_m.jpg,1,0
bee/bee_image_639.jpg,0,3
wasp/wasp_image_339.jpg,3,1
other_insect/29905370348_546be58ce4_n.jpg,1,3
wasp/wasp_image_489.jpg,3,0
bee/36413967515_68c7f5d40e_n.jpg,0,3
wasp/wasp_image_521.jpg,3,2
other_insect/42755296212_b58b6ca526_n.jpg,1,3
other_insect/8128979923_a5972636de_w.jpg,1,0
bee/507878018_7c7fb0ccd2_n.jpg,0,3
other_insect/41624094641_eb4e91db5f_n.jpg,1,0
wasp/wasp_image_530.jpg,3,0
bee/bee_image_233.jpg,0,1
other_insect/951290752_fa8db8ad06_m.jpg,1,3
